screen_name,name,text,retweet_count,location
rockyfenty,Perla,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,real madrid 
Chibebita,AnDy•#Vikingo#HalaMadrid•⚓🇲🇽🇵🇷,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
Tatiana_re6,T.,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Perú
EL_SPICIAL,UNICO,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,كاناي
nn_deportivas,Noticias deportivas,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,En algún rincón de España
FGMadrid1,FerGMadrid,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Eivissa, España"
shelovscontrool,𝔏𝔢𝔱𝔦𝔠𝔦𝔞 | 🇧🇷,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,@Flamengo @realmadrid
milicianacx,miliciAna,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Barro Preto, Belo Horizonte, B"
toni8019,Toni,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
MiedoEscenico2,ጢเεժರ 트sලέրiලರ ³⁴,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Estadio Santiago Bernabéu
RMF_Stan23,♏ ƙཞıʂ ♋,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Barcelona, España  "
danirm107,𝒅𝒂𝒏𝒊.,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Bogotá, Colombia"
javycane,J,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Silver Spring, MD"
Mohamme00879418,Mohammed Al qasim,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
DonFraancisco,CHAMANOU🇨🇮🇨🇻,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Côte d'Ivoire, Abidjan"
CactusRM,Cactus 🌵,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Borde a natura. ⊕
Jooabe21,Ø,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
NaniKeys,Diana Hernández,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Madrid, Spain"
Wayne78190,Wayne,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Trappes
tobalmr,𝕿𝖔𝖇𝖆𝖑,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Cartagena, España"
NaiaraRA13,Naiara Rodriguez,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
YEEZUSCHILLIN,sammy!,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,nilton santos
azzam_al_hanif,Azzam Al Hanif,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Palembang,Indonesia"
mimadridx,cela,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
SamuD95,SamuD,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
gxbicrf,tristiela ᶜʳᶠ,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Rio do Sul, $C"
Navilion,Navilion 🇪🇦🔕,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Madrid, Spain."
julio_fer21,Julio Fernández,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Más allá de Orión
nikicavalli,R.,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Al este de Madrid.
RealMGirls,Real Madrid Girls,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
SusanaTRuiz,🍀Susana 🍀🦋💫,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Alcalá de Henares, Madrid "
LaithRMFC,ليث مدريد 17,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Manhattan, NY"
CajarDeCampo,🔻Cajardecampo,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Ojalá en la cama
JM_ROMO,⚽ Jane Romo ⚽,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"San Luis Potosí, México"
almurobbiegadot,Almu,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,España
Yatish34,Y,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
jose98CDB,🎅𝙅𝙊𝙎𝙀🎅,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,
jenbee_crf,jennifer,"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,Natal
amukeyo81,🇯🇵あむけよてるむ🇪🇸🇮🇹🏆34🏆(3代目),"RT @realmadridfem: 28' | 2-0 | ¡¡¡¡GOOOOOOOOOOOOOOOOL DE @KosovareAsllani!!!!
#HalaMadrid | #RealMadrid https://t.co/iJlxBzSTJq",162,"Osaka, Japan"
Kennedee_CH,King Kennedy,"@reel_maxi @goal Raul, Cristiano etc... were badly treated by #RealMadrid.",0,House of Grace
nuwan2am,Tharuka Nuwan,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Sri Lanka
22bet_official,22BET,Better than Higuain⁉️😂 #football #sergioramos #ramos #stats #defender #realmadrid #22bet https://t.co/LIa1hrdg56,0,
FinnsMarks,Finns&Marks,"No wonder the brands flock to them for endorsements

#finnsnmarks #fnm #wisdomwednesdays #footballfans #fc… https://t.co/CFafh0xg15",1,
FootyZoneNet,FootyZone.net,"RT @sportmag360: Tuesday Full Of Goals ⚽️⚽️⚽️

https://t.co/GK3xDVn1Qy
 
#liverpool #atlanta #football #soccergame #soccer #sports #sportsm…",1,
MarcosA52585696,marcus,"RT @Route1futbol: 🎙@FabrizioRomano on @podcastherewego: ""Sergio Ramos 🇪🇸 wants to stay at Real Madrid, he wants to end his career at Real M…",3,
sportmag360,Sportmag360,"Tuesday Full Of Goals ⚽️⚽️⚽️

https://t.co/GK3xDVn1Qy
 
#liverpool #atlanta #football #soccergame #soccer #sports… https://t.co/D4ZIvDkL12",1,
MoosaJR2,Moosa JR,"RT @tf_sportedit: Ronaldo | Wallpaper 
Arte by @ArteCrvg 

#Ronaldo #Fenomeno #Barca #RealMadrid https://t.co/ChzOoCTgJn",5,
CorsariPietro,Corsari Pietro,#RealMadrid ‘s best player last night 😂 https://t.co/v1Kqny1NOO,0,"Milano, Lombardia"
Ricardiinho_17,Ricky,"RT @C_afthab_akbar: Vidal never gets the hang of it 😂😂

#UCL #UEFA #ChampionsLeague #RealMadrid #intermlian #Vinicius #Rodrygo #benzema #Ra…",1,"Porto, Portugal"
TUTTOINTER,TuttoInter.com,"RT @RakovEV: Real Madrid - Inter 3:2

Dynamic passmap

#RealInter #RealMadrid #Inter https://t.co/zNeeNATw3O",1,milano
ux_things,Ankit Karki,"We @RMFCNepal have just got a formal recognition as ""Official Fan Club of Nepal"" by @realmadrid  🥳

#HalaMadrid… https://t.co/U5TBSAnZe4",0,Kathmandu
vinijrdepre,vinicius jr depre,"RT @tf_sportedit: Real Madrid CF | Wallpaper 

#RealMadridInter #RealMadrid #HalaMadrid #UCL https://t.co/IrxJacQ5gO",4,
jesuis_theo,Theo 🌿🦻🏼,"RT @tf_sportedit: Real Madrid CF | Wallpaper 

#RealMadridInter #RealMadrid #HalaMadrid #UCL https://t.co/IrxJacQ5gO",4,Brasília
HeadlineFutbol,Headline Football,"Portuguese legend Luis Figo turns 48 today 🎉
#HBD #RealMadrid #Inter #FCBarcelona https://t.co/KKIN0d20cl",0,
tf_sportedit,TF Sport Edit,"Real Madrid CF | Wallpaper 

#RealMadridInter #RealMadrid #HalaMadrid #UCL https://t.co/IrxJacQ5gO",4,
RakovEV,Egor Rakov,"Real Madrid - Inter 3:2

Dynamic passmap

#RealInter #RealMadrid #Inter https://t.co/zNeeNATw3O",1,"Челябинск, Россия"
al_firmans1908,al_firman's,"RT @WestLegionAle: UEFA Champions League 2020-2021
Grup B
MatchDay 3

#RealMadrid 3 vs 2 #INTER

⚽ : #Lautaro &amp; #Perišić

#UCL
#RealMadridI…",1,DKI Jakarta
Juicesx1,Thankfull ⚪🌞,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,SOMEWHERE ON EARTH 🌎 🗺 
kwasiarthur6,Jordan,"RT @Route1futbol: 🎙@FabrizioRomano on @podcastherewego: ""Sergio Ramos 🇪🇸 wants to stay at Real Madrid, he wants to end his career at Real M…",3,United States
Suryanshkumar64,Suryansh,"RT @Route1futbol: 🎙@FabrizioRomano on @podcastherewego: ""Sergio Ramos 🇪🇸 wants to stay at Real Madrid, he wants to end his career at Real M…",3,
dan_bu,Daniel Busch,"RT @TMuk_news: Scored 100 times for Real 

Ramos only a few goals behind Ronaldo and Bale - Highest-scoring defender since 2000

#RealMadri…",1,Hamburg
TMusa_news,Transfermarkt.us,"Scored 100 times for Real 

Ramos only a few goals behind Ronaldo and Bale - Highest-scoring defender since 2000… https://t.co/rpeGTwb5cB",0,Concacaf
safwansfalamee1,safwansfalameen7863@gmail.com,Always a MADRIDISTA #HalaMadrid #RealMadrid https://t.co/UeE9Dd6d2Z,0,
worldnewsdotcom,World News Network,"Zinedine Zidane Hails #SergioRamos on Reaching 100 #RealMadrid Goals

#Zidane 
https://t.co/ZrOqGiAqf5 https://t.co/ABgmDimf6Q",0,
WestLegionAle,ULAR12 West Legion,"UEFA Champions League 2020-2021
Grup B
MatchDay 3

#RealMadrid 3 vs 2 #INTER

⚽ : #Lautaro &amp; #Perišić

#UCL… https://t.co/UWONDYlg6C",1,"Jakarta Barat, DKI Jakarta"
fut_reka1990,Fut.reka,"Typical goal from @Benzema 😂😂😂
#realmadrid #benzema #UCL #GOAT #GoalOfTheDay https://t.co/pYiUqTjjWI",0,
BARZAMAN,BARÇAMAN,RT @footballitalia: Italian media claim #RealMadrid forward Karim Benzema’s goal against #Inter should have been disallowed for a clear pus…,7,
royaelty,Tartan,"RT @realmadriden: 👔🤝 President Florentino Pérez exchanged gifts with Javier Zanetti, @Inter_en deputy president ahead of the match.
#RealMa…",72,
ElDanielAlva,Daniel Alvarado,"RT @ESPNDeportes: Sergio Ramos: 1️⃣ 0️⃣ 0️⃣  goles con Real Madrid en todas las competencias. 

#UCL #RealMadrid #RealInter https://t.co/kA…",14,Ecuador
TheFutNow,Football Now,"Sergio Ramos on his 100th goal: ""It's not bad, and it is nice that it is recognised. It's not a figure which defend… https://t.co/jAawxuGmJW",0,
dikembemutumbo4,dikembe mutumbo,RT @footballitalia: Italian media claim #RealMadrid forward Karim Benzema’s goal against #Inter should have been disallowed for a clear pus…,7,
FootTheBall,FootTheBall,"Will RAMOS stay at MADRID?
#Zidane #Ramos #RealMadrid #halamadrid #Realmadrid #Football https://t.co/nOWT74xMlh",1,Locker Room
Joseph51299103,Faka Joseph,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
sultanmahimi,Sultan Mahimi,"RT @sportz_hub: Sergio Ramos has now scored 100 goals across all competitions for Real Madrid.

And he is a defender. 👑 https://t.co/FPP3JP…",1,
C_afthab_akbar,Cartoonist Afthab Akbar,"Vidal never gets the hang of it 😂😂

#UCL #UEFA #ChampionsLeague #RealMadrid #intermlian #Vinicius #Rodrygo #benzema… https://t.co/RvNux0ix1I",1,"Trivandrum, India"
recoba1974,まっつん,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,大阪府
gladbach_rt,gladbach_rt,"RT @24Feast: 💯 goals for Real Madrid for Sergio Ramos!

Simply...I-N-S-A-N-E👌🇪🇦

#sergioramos #ramos #losblancos #bbcsport #btsport #skyspo…",1,Mönchengladbach
24Feast,Football Feast 24,"💯 goals for Real Madrid for Sergio Ramos!

Simply...I-N-S-A-N-E👌🇪🇦

#sergioramos #ramos #losblancos #bbcsport… https://t.co/GjyROvzCKX",1,
SportMobApp,SportMob,Golfing with Bale https://t.co/BbGGilrXtq #realmadrid #Gareth_Bale | SportMob https://t.co/hTYVcY76ff,0,"Dubai, United Arab Emirates ❤"
AramideAbike,Abike Aramide 🇳🇬,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Lagos, Nigeria "
Sp0rting0pini0n,Sporting Opinion,"In today's Daily Football Opinion Speedy Poll &gt; https://t.co/LjYSNPhaq0:

- should children's grassroots football b… https://t.co/YLWjKdP0UB",0,
_ortegalemire,G.Ortega,"Midfield would be lit🙌🏻
#RealMadrid #Odegaard https://t.co/miFhiiCvet",0,
Horlar881,Horlar88,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
AhmedAli1718,Ahmed Ali,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
ElainNainNaine,E.,RT @SportsOfLife_: Sergio Ramos scores his 100th goal for @realmadriden in all competitions #SergioRamos #RealMadrid https://t.co/fGir92Ri3M,9,"On Twitter, ending SARS"
ScouttJersey,scoutt's jersey,"No one is left out 
Get your under age jerseys @ScouttJersey 

#LaLigaSantander  #LaLiga 
#EPL  #Below10  #Football… https://t.co/CymoVUzIZG",0,Trasacco Estate
Axeeeeeell,Piranha,Campeones #realmadrid,0,"Twitterland, Madrid"
Don_Nerazzurri,Mike Whittaker,"RT @SempreIntercom: MATCH RATINGS: #RealMadrid 3 - @Inter 2; The match offered more than #Inter were willing to take, so here's @mesuneet's…",24,"Macclesfield, Cheshire, UK"
SempreIntercom,SempreInter,"RT @SempreIntercom: MATCH RATINGS: #RealMadrid 3 - @Inter 2; The match offered more than #Inter were willing to take, so here's @mesuneet's…",24,Worldwide
Moha11ba,Moha ♛🏋️‍♂️,"Same character, same performance, same flexibility, scoring ...
Age is just a number for CR7 ♥️🔥
#RealMadrid… https://t.co/SEtv9XEiS4",0,يوااد قوم يوااد
noobe_sensei,noobmaster,RT @Route1futbol: Rodrygo 🇧🇷 has become the first player born in the 21st century to score five goals in the Champions League. 🏆 [Opta] #Re…,8,
TalalSAlOun,Talal S. AlOun,RT @footballitalia: Italian media claim #RealMadrid forward Karim Benzema’s goal against #Inter should have been disallowed for a clear pus…,7,Kuwait
emmanla1989,Emma Nuel,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Lagos, Nigeria"
meysam39559824,meysam,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
crypmena,Cryp Mena,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
hamanney87,Abdulrahman,RT @footballitalia: #Inter defender Alessandro Bastoni said the Nerazzurri ‘made costly mistakes’ against #RealMadrid. ‘We must work to und…,5,Abu Dhabi
aaqibraza,Aqi,Scoring 100 goals is never by chance. A CB who has better stats than most strikers. One of the greatest defenders o… https://t.co/iyktV3Dtw8,0,
thisischeetah,ᴄʜᴇᴇᴛᴀʜ🏆₃₄.₁₃,"Sold hakimi to #InterMilan so that when they face #RealMadrid in #UCL he can assist benzema and help madrid...
Papa… https://t.co/3BilatUQIH",0,"Kerala, India"
LegoFootball,My Funny Games Builder,"All goals #RealMadridInter #ChampionsLeague in #LEGO 
[ full video via YouTube:  https://t.co/vRP0mrPMDG ]… https://t.co/CurwuI2geO",0,
abba_k_zizu,Abba Kabir Zizu🔴,"RT @nkfulatan: Good job team.
A contented result.
#HalaMadrid ! 👑⚽💪🏻

#RealMadridInter
#RealMadrid #UCL",3,"Kano, Nigeria"
am__jersey,Pronounced as A M Jersey,"P R I C E L E S S 💯 ⁣
⁣
Sergio Ramos x Toni Kroos ⁣
⁣
Very few players can match up with these guys in their prime… https://t.co/eJnswJoZD6",0,Worldwide
caughtoffside,CaughtOffside,Conte unhappy with officials for this reason after #Inter's defeat at #RealMadrid https://t.co/9mnklQS2KP,0,
Slimsauce,IG: Iam_Mozie,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Cloud 9
_peablaze,Peace Njoku,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Owerri, Nigeria"
ALIFAAIZ_,SKOOLWAYNE,RT @footballitalia: #Inter defender Alessandro Bastoni said the Nerazzurri ‘made costly mistakes’ against #RealMadrid. ‘We must work to und…,5,
English_AS,AS English,| @AS_Relano looks back at Tuesday's #UCL action with a crucial Real Madrid win over Inter and Atleti securing a cr… https://t.co/rmZEQTDyDB,0,"Madrid, España"
CheshtaBakshi,Cheshta Bakshi,"Sergio Ramos completes his 100th goal for the club, the star player shares his happiness over twitter.… https://t.co/Pk70BUUklE",0,"New Delhi, India"
ParmeshSriv,Parmeshwar Srivastava,RT @footballitalia: #Inter defender Alessandro Bastoni said the Nerazzurri ‘made costly mistakes’ against #RealMadrid. ‘We must work to und…,5,"Mumbai, India"
footballitalia,footballitalia,#Inter defender Alessandro Bastoni said the Nerazzurri ‘made costly mistakes’ against #RealMadrid. ‘We must work to… https://t.co/4IgcUXL4gM,5,
News18Sports,News18 Sports,#RealMadrid manager #ZinedineZidane says he has no doubt captain #SergioRamos will extend his stay with the #LaLiga… https://t.co/3X6xiVP92b,0,India
MalabaFCB,The Da Vinci Code,RT @footballitalia: Italian media claim #RealMadrid forward Karim Benzema’s goal against #Inter should have been disallowed for a clear pus…,7,"Bulawayo, Mthwakazi"
ChadNFFC,Chad,🤯🤯 wow! Unbelievable stat 👏  and people still aay VVD is best CB in the world.  Come off it 🖕😂 #RealMadrid #Ramos https://t.co/G8zV8Vdm1K,0,"Nottingham, England"
NewEurobet,New Eurobet,It was from a header that the 34-year-old #Ramos reached scored his 100th goal for #RealMadrid  in Tuesday's tense… https://t.co/kqW6IhqeI5,1,Ghana
jerseum,JERSEUM,"★☆★ Just added ★☆★

【Season】 : 2002
【Team】 : France
【Model】 : Home
【Number】 : 10
【Player】 : ZIDANE
【Notes】 : FIFA W… https://t.co/FWpJRArgLd",0,
nura_magama,Nura Ibrahim Magama,"RT @Socia1RMadrid: How it starts                                 How it's going
#UCL  #RealMadrid #RealMadridInter https://t.co/ydEMsvXHbX",1,"Katsina, Nigeria"
ggibas1,Geoff Gibas #ProPeopleProEurope #BlackLivesMatter,"2 goals in 8 games
So #RealMadrid want to sign #Mir

@RichardM8422
@Sarah_Clapson
Nottingham Forest transfers: City… https://t.co/n9bFFI84vt",0,
navidshokriyan,NAVIDSHOKRIYAN,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
damlesky09,lesky,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Nigeria
MadridRooter,Real Madrid Rooter,Tottenham new boy Sergio Reguilon opens the door to a return 'home' to Real Madrid https://t.co/6bEZQuUg72 #RMCF #RealMadrid,0,
Segzxx,That guy👨🇫🇷,"RT @realmadriden: Five years ago, madridismo said goodbye to Alfredo Di Stéfano, the greatest footballer of all time and the man who change…",2072,Near the Violence.
Chris_Peachey,Chris Peachey,"RT @KitCulture8: In stock

🇪🇸 Real Madrid 2015-16 Parley Special Edition Home - X Large

💷 £25

🛒 https://t.co/GEHbrNJ1J8

#classicfootball…",1,"Leeds, England"
thwebber,Tom Webber,"Just 16 of Sergio Ramos’ 100 goals for Real Madrid have been scored from open play.

#RealMadrid #HalaMadrid #RMCF https://t.co/xvOq4aCrhe",0,"Leeds, England"
maslen_pierce,coach p,Worth a watch 🏀🔥🇪🇸👌 some great actions and also all round great team ✅ https://t.co/hWojoMlSSe #nbaplayoffs… https://t.co/AXkvNZbv2y,0,
Ahmed_Q,👑𝕬𝖍𝖒𝖊𝖉 𝕬𝖇𝖉𝖚𝖑-𝕬𝖟𝖎𝖟👑,"@realmadrid @SergioRamos Nothing to take away from @SergioRamos
he is one of the best defenders in this era and des… https://t.co/MVK2tGpHEv",0,Makkah
tesorotec,Tesoro Technology,"Real Madrid gaming chair 
with PU Racing wheel (6cm)
Let you glide smoothly without scratching the floor!… https://t.co/HTBN1xL5pn",0,
CookeDavin,Davin Cooke,RT @footballitalia: Antonio Conte maintains Inter ‘are on the right track’ after a 3-2 defeat to Real Madrid. ‘This proves that details can…,9,
egide_mpayimana,Lacca,RT @Route1futbol: (🌤) Sergio Ramos 🇪🇸 has still not received an offer for renewal: his environment begins to get impatient. In January he c…,1,
SetarehCR,Setareh,"RT @realmadriden: 👔🤝 President Florentino Pérez exchanged gifts with Javier Zanetti, @Inter_en deputy president ahead of the match.
#RealMa…",72,
kangopi_,tukangopi☕️,"RT @livescore: Sergio Ramos' 💯 Real Madrid goals...

Favourite opponent? ⚪️🔙
Favourite way to score? 🎯💥
Favourite time to score? ⏰⌛️

Here'…",1,"Jakarta Barat, DKI Jakarta"
livescore,LiveScore,"Sergio Ramos' 💯 Real Madrid goals...

Favourite opponent? ⚪️🔙
Favourite way to score? 🎯💥
Favourite time to score? ⏰… https://t.co/AoidLCnSTR",1,URL
soccerfanatichq,The Soccer Fanatic,Madrid centurion Ramos: Not every day you score your 100th goal https://t.co/PEmPzcvS8g #trending #realmadrid… https://t.co/uY3xA2ZnU9,40,
PeninsulaQatar,The Peninsula Qatar,"#Zidane confident Ramos will extend #RealMadrid stay

#ChampionsLeague #SergioRamos

https://t.co/OW5a8ntxGy",0,Qatar
europeanfootb18,europeanfootballtoursltd,"Let’s hope for normality soon get some tours back on where is it you’ve been or would like to go ?
#Dortmund… https://t.co/fNtmeSEMgh",0,
_bootball,Bootball,"🇪🇺 #EuropaLeague Season 2066/67 1st Group Stage, Groups 9 10 11 12 Round 5, results and classifications… https://t.co/oLs2qn5SP3",0,In Europe at different time coordinates
Horpeholuwarh2,Horpeholuwarh,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,lagos
1betcom,1Bet,"𝓥𝓘𝓝𝓘 𝓙𝓡 &gt; 𝓡𝓞𝓓𝓡𝓨𝓖𝓞 = 𝓖𝓞𝓐𝓛 🇧🇷🔥

Real Madrid won 3-2 against Inter Milan in a thrilling game played at Alfredo Di Stef… https://t.co/rl4MdN4xPi",0,Worldwide
NowgoalScore,Nowgoal Livescore,"In the #UCL game #RealMadridInter, #Ramos scored a header for #RealMadrid. This was also the 100th goal that he sco… https://t.co/D9ZhaE6JNV",0,
